"scientificName","year","lon","lat","presence","row_code"
"Culex tarsalis",2021.27272727273,-110.83535,31.89945,0,475
"Aedes triseriatus",2024,-73.45215,41.75985,0,476
"Aedes communis",2021,-92.10225,46.81455,0,477
"Aedes fitchii",2019.57692307692,-121.99055,45.81855,0,478
"Aedes communis",2021.28571428571,-110.53655,44.95535,0,479
"Aedes sticticus",2006.75656324582,-87.89415,41.82625,0,480
"Aedes sticticus",2008,-76.92155,38.98765,0,481
"Aedes vexans",2014.72727272727,-111.86455,40.74725,0,482
"Aedes vexans",2017.5,-116.36315,43.65225,0,483
"Culex tarsalis",2019.33333333333,-116.19715,43.61075,0,484
"Culex tarsalis",2019.40909090909,-116.33825,43.53605,0,485
"Culex tarsalis",2019.55555555556,-116.18055,43.59415,0,486
"Culex pipiens",2020,-87.81945,41.85115,0,487
"Aedes sticticus",2020.62790697674,-87.81115,32.53025,0,488
"Culex tarsalis",2019.21428571429,-116.26355,43.59415,0,489
"Culex tarsalis",2020.8,-110.83535,31.90775,0,490
"Culex quinquefasciatus",2019,-81.32885,28.36365,0,491
"Aedes sticticus",1997.63043478261,-87.87755,41.85945,0,492
"Aedes communis",1999.69565217391,-73.40235,43.61905,0,493
"Culex tarsalis",2012,-99.14065,19.27515,0,494
"Aedes triseriatus",2025,-73.48535,45.45335,0,495
"Aedes triseriatus",2020.81818181818,-78.14165,38.88805,0,496
"Culex quinquefasciatus",2018,-81.81855,26.67875,0,497
"Culex tarsalis",2022.14285714286,-112.42895,40.19945,0,498
"Aedes sticticus",2018.69047619048,-116.49595,43.68545,0,499
"Aedes communis",2012,-113.78185,49.06385,0,500
"Aedes excrucians",2021.36170212766,-99.10745,47.16315,0,501
"Culex tarsalis",2017.36363636364,-116.34655,43.66885,0,502
"Culex tarsalis",2018.33333333333,-116.45445,43.51115,0,503
"Culex quinquefasciatus",2019,-81.51975,28.68735,0,504
"Culex tarsalis",2018.11594202899,-116.37975,43.70205,0,505
"Aedes communis",2012.82352941176,-111.49935,45.90155,0,506
"Aedes sticticus",2013,-91.95285,40.99625,0,507
"Culex tarsalis",2001,-100.16985,25.95665,0,508
"Aedes communis",2019.65217391304,-90.09365,45.78535,0,509
"Aedes sticticus",2018,-76.78875,36.68025,0,510
"Aedes sticticus",2006.53333333333,-111.49935,45.91815,0,511
"Culex quinquefasciatus",2012,-99.18215,19.48265,0,512
"Culex quinquefasciatus",2022.59459459459,-81.99285,29.69165,0,513
"Culex tarsalis",2019.5,-116.16395,43.58585,0,514
"Aedes sticticus",2020.57142857143,-97.59685,33.41835,0,515
"Aedes sticticus",2020.23076923077,-87.81945,32.53025,0,516
"Culex quinquefasciatus",2019,-86.21755,30.38885,0,517
"Culex quinquefasciatus",2018,-80.97195,29.05255,0,518
"Aedes triseriatus",2023,-76.97135,39.07895,0,519
"Culex quinquefasciatus",2020.66666666667,-94.65035,31.62555,0,520
"Culex quinquefasciatus",2018,-117.60815,33.85825,0,521
"Aedes sticticus",2022.43103448276,-97.57195,33.40175,0,522
"Culex tarsalis",2019.13513513514,-116.39635,43.46965,0,523
"Aedes communis",2019.48837209302,-149.19795,63.87935,0,524
"Aedes fitchii",2019.84210526316,-71.33565,42.00055,0,525
"Aedes sticticus",2015.1,-92.40935,42.52345,0,526
"Aedes communis",2004,-64.80355,46.11735,0,527
"Aedes sticticus",2020.53846153846,-100.90855,46.79795,0,528
"Culex tarsalis",2012,-99.01615,19.20875,0,529
"Aedes sticticus",2022.66666666667,-87.39615,32.95355,0,530
"Culex tarsalis",2023,-106.80985,32.60495,0,531
"Culex pipiens",2019.76923076923,-86.10135,39.66825,0,532
"Aedes sticticus",2011.4,-76.84685,39.10385,0,533
"Aedes communis",2017.92592592593,-90.08535,45.80195,0,534
"Aedes communis",2017,-138.20875,61.00755,0,535
"Aedes communis",2019.1282051282,-71.27755,44.05895,0,536
"Aedes excrucians",2019.76666666667,-71.07835,42.11675,0,537
"Aedes vexans",2017.72222222222,-112.10525,40.78045,0,538
"Aedes fitchii",2021.29411764706,-99.04935,47.17145,0,539
"Aedes sticticus",2013.95,-93.61285,42.05035,0,540
"Aedes excrucians",2019.48888888889,-71.02025,42.14995,0,541
"Culex quinquefasciatus",2018,-117.59985,33.90805,0,542
"Culex tarsalis",2018.26470588235,-116.43785,43.49455,0,543
"Culex pipiens",2009,-97.73795,24.53735,0,544
"Culex tarsalis",2007,-100.64295,26.04795,0,545
"Aedes fitchii",2018.16666666667,-122.78735,50.33375,0,546
"Aedes communis",2003,-67.27695,45.19605,0,547
"Culex tarsalis",2001,-100.05365,25.30925,0,548
"Aedes communis",2012,-116.15565,51.40445,0,549
"Culex tarsalis",2019.14634146341,-116.28015,43.66055,0,550
"Aedes communis",2017,-138.41625,61.02415,0,551
"Aedes communis",2019.78787878788,-147.48815,65.16585,0,552
"Aedes triseriatus",2025,-82.74815,39.60185,0,553
"Culex tarsalis",2000,-100.11175,25.44205,0,554
"Aedes sticticus",2020.6,-104.77635,40.81365,0,555
"Aedes communis",2019.25,-105.53165,40.16625,0,556
"Aedes communis",2017.2,-71.28585,44.07555,0,557
"Culex tarsalis",2011.98412698413,-99.21535,19.33325,0,558
"Aedes sticticus",2010.0625,-76.92985,38.95445,0,559
"Aedes triseriatus",2021,-95.39735,31.41805,0,560
"Culex quinquefasciatus",2018,-117.40065,33.95785,0,561
"Aedes communis",2017.76470588235,-72.24035,42.44045,0,562
"Culex tarsalis",2023,-119.26815,37.02885,0,563
"Aedes sticticus",2020.05555555556,-77.96735,39.08725,0,564
"Culex quinquefasciatus",2019.44444444444,-81.22925,28.57945,0,565
"Aedes communis",2022.63636363636,-119.01085,36.97905,0,566
"Culex tarsalis",2018.83333333333,-116.31335,43.64395,0,567
"Aedes fitchii",2022.9375,-112.45385,40.17455,0,568
"Aedes communis",2020.48837209302,-90.04385,45.79365,0,569
"Culex tarsalis",2022,-121.31825,38.63075,0,570
"Aedes sticticus",2020.92307692308,-96.59255,39.09555,0,571
"Aedes triseriatus",2021.48484848485,-81.94305,29.68335,0,572
"Aedes communis",2004.77142857143,-73.94185,45.42845,0,573
"Culex tarsalis",2019,-116.22205,43.61075,0,574
"Culex tarsalis",2001,-99.63035,25.64955,0,575
"Aedes sticticus",2022.02173913043,-100.91685,46.77305,0,576
"Aedes excrucians",2002,-64.77035,46.09245,0,577
"Aedes fitchii",2016,-110.50335,47.26275,0,578
"Aedes sticticus",2019.53571428571,-71.33565,42.14165,0,579
"Aedes sticticus",1995,-87.81115,41.83455,0,580
"Aedes sticticus",2005.5,-115.40865,47.65285,0,581
"Culex quinquefasciatus",2019.42857142857,-81.50315,28.51305,0,582
"Culex tarsalis",2021.8,-110.86025,31.77495,0,583
"Aedes communis",2019,-128.92105,60.06135,0,584
"Aedes sticticus",2014,-114.27985,47.47025,0,585
"Aedes communis",2019.38922155689,-71.28585,44.06725,0,586
"Culex quinquefasciatus",2020,-90.11025,29.91575,0,587
"Culex quinquefasciatus",2018,-117.39235,33.97445,0,588
"Culex tarsalis",2018.85810810811,-116.38805,43.69375,0,589
"Culex tarsalis",2018.56880733945,-116.38805,43.67715,0,590
"Aedes vexans",2017.125,-112.03055,40.78045,0,591
"Aedes communis",2011.34615384615,-111.56575,46.16715,0,592
"Culex tarsalis",1987,-100.37735,25.80725,0,593
"Aedes sticticus",2019.71875,-71.11985,42.22465,0,594
"Aedes sticticus",2000.72527472527,-87.80285,41.84285,0,595
"Aedes communis",2018.78260869565,-90.06045,45.80195,0,596
"Culex tarsalis",2018.33333333333,-116.34655,43.61905,0,597
"Aedes sticticus",2020.7619047619,-99.24855,47.13825,0,598
"Aedes sticticus",2020,-94.64205,31.63385,0,599
"Aedes sticticus",2018.1,-76.73065,38.92125,0,600
"Aedes triseriatus",2022,-78.14165,38.89635,0,601
"Culex quinquefasciatus",2018,-117.35085,34.01595,0,602
"Aedes fitchii",2021.6875,-99.05765,47.11335,0,603
"Aedes sticticus",2019.35714285714,-71.32735,42.05035,0,604
"Aedes triseriatus",2025,-84.55755,39.19515,0,605
"Culex pipiens",2024,-75.70145,39.65995,0,606
"Aedes communis",2019.20689655172,-89.50435,46.21695,0,607
"Aedes triseriatus",2020,-83.66945,41.67685,0,608
"Culex tarsalis",2022.28947368421,-104.74315,40.81365,0,609
"Aedes sticticus",2020,-83.49515,41.61875,0,610
"Aedes communis",2014,-137.42855,60.71705,0,611
"Aedes communis",2020.25925925926,-149.58805,68.63525,0,612
"Aedes communis",2002.05882352941,-64.80355,46.08415,0,613
"Aedes communis",2018.55871886121,-105.58145,40.05835,0,614
"Culex tarsalis",2018.38709677419,-116.35485,43.67715,0,615
"Aedes communis",2020.03401360544,-72.17395,42.54005,0,616
"Culex tarsalis",2019.6,-116.33825,43.68545,0,617
"Aedes communis",2005,-73.94185,45.37035,0,618
"Culex tarsalis",2019.04347826087,-116.41295,43.63565,0,619
"Aedes sticticus",2021.7,-80.56525,37.41895,0,620
"Aedes communis",2018.15789473684,-89.49605,46.22525,0,621
"Culex tarsalis",2021.5,-122.31425,45.74385,0,622
"Culex tarsalis",2022.42857142857,-112.50365,40.16625,0,623
"Aedes communis",2020.16666666667,-147.51305,65.15755,0,624
"Aedes sticticus",2011.28571428571,-111.50765,46.36635,0,625
"Aedes communis",2009.06666666667,-113.00995,46.91415,0,626
"Culex tarsalis",2019.10126582278,-116.43785,43.66885,0,627
"Aedes sticticus",2019.88601036269,-87.82775,41.89265,0,628
"Aedes sticticus",2019.375,-83.47025,41.66025,0,629
"Aedes communis",2010,-93.78715,58.63375,0,630
"Culex tarsalis",2021.5,-103.02505,40.48165,0,631
"Aedes sticticus",1994.97142857143,-87.80285,41.83455,0,632
"Aedes communis",2002,-64.78695,46.06755,0,633
"Culex quinquefasciatus",2019.23529411765,-81.43675,28.62925,0,634
"Aedes communis",2002.12,-64.72055,46.07585,0,635
"Aedes communis",2020.56923076923,-147.48815,65.15755,0,636
"Aedes sticticus",2006.66666666667,-114.05575,46.64025,0,637
"Aedes communis",2002,-64.87825,46.12565,0,638
"Aedes sticticus",2014.27272727273,-90.63315,41.48595,0,639
"Aedes triseriatus",2020,-83.70265,41.63535,0,640
"Culex quinquefasciatus",2019.55555555556,-82.16715,27.46725,0,641
"Aedes sticticus",2022.61904761905,-97.60515,33.40175,0,642
"Aedes communis",2020.15,-72.24035,42.45705,0,643
"Aedes sticticus",2016.69047619048,-93.47175,41.55235,0,644
"Aedes sticticus",2007.28571428571,-106.64385,48.17575,0,645
"Aedes vexans",2017.5,-116.35485,43.66055,0,646
"Culex quinquefasciatus",2019,-85.99345,30.27265,0,647
"Aedes fitchii",2019.48571428571,-71.19455,42.10845,0,648
"Aedes triseriatus",2019,-86.31715,39.74295,0,649
"Aedes sticticus",2021.13513513514,-88.19295,31.82475,0,650
"Aedes sticticus",2018.89189189189,-83.76905,41.52745,0,651
"Aedes fitchii",2021.66666666667,-119.25155,37.02885,0,652
"Culex tarsalis",2021.48484848485,-96.60915,39.11215,0,653
"Culex quinquefasciatus",2019.48275862069,-81.14625,28.52135,0,654
"Culex tarsalis",2021.45454545455,-96.60085,39.22005,0,655
"Culex tarsalis",2018.47368421053,-116.40465,43.65225,0,656
"Aedes communis",2012,-116.06435,51.34635,0,657
"Aedes sticticus",1997.58550724638,-87.90245,41.72665,0,658
"Culex quinquefasciatus",2019.4,-81.50315,28.62925,0,659
"Aedes sticticus",2019.51351351351,-71.17795,42.16655,0,660
"Aedes communis",2008.55882352941,-114.25495,48.11765,0,661
"Culex quinquefasciatus",2019,-86.29225,30.38055,0,662
"Aedes sticticus",2018.80459770115,-83.79395,41.56895,0,663
"Aedes communis",2007.44444444444,-94.16065,58.65865,0,664
"Culex quinquefasciatus",2020,-111.60725,33.25235,0,665
"Culex quinquefasciatus",2012,-103.48155,20.79405,0,666
"Aedes communis",2014,-126.93735,54.76595,0,667
"Aedes sticticus",2020,-84.47455,31.21055,0,668
"Aedes sticticus",2006.03225806452,-114.27985,48.17575,0,669
"Culex pipiens",2020,-86.05155,39.75955,0,670
"Aedes communis",2019.90625,-147.48815,65.18245,0,671
"Culex quinquefasciatus",2018,-117.57495,33.92465,0,672
"Culex pipiens",2020,-87.80285,41.78475,0,673
"Aedes sticticus",2014.07407407407,-93.66265,42.04205,0,674
"Aedes communis",2019,-128.81315,60.09455,0,675
"Aedes excrucians",2009,-93.91165,58.74995,0,676
"Aedes sticticus",2020.67741935484,-88.19295,31.81645,0,677
"Aedes communis",2019.46666666667,-110.40375,44.92215,0,678
"Culex tarsalis",2017.63636363636,-116.40465,43.69375,0,679
"Culex pipiens",2019.78571428571,-85.97685,39.73465,0,680
"Aedes communis",2009,-105.87195,39.90065,0,681
"Culex quinquefasciatus",2019.5,-100.72595,20.03875,0,682
"Aedes fitchii",2017.66666666667,-106.76835,47.95165,0,683
"Aedes sticticus",2018.83333333333,-84.45795,31.20225,0,684
"Culex tarsalis",2019.39215686275,-116.34655,43.51115,0,685
"Aedes sticticus",2018.6,-76.88005,39.07895,0,686
"Aedes sticticus",2019.67231638418,-87.88585,41.85945,0,687
"Culex quinquefasciatus",2020,-121.12735,38.65565,0,688
"Culex quinquefasciatus",2019.54545454545,-81.34545,28.51305,0,689
"Culex quinquefasciatus",2018,-117.35915,33.70055,0,690
"Aedes communis",2019.82142857143,-145.73685,63.87105,0,691
"Aedes fitchii",2013,-114.65335,48.61565,0,692
"Culex pipiens",2020,-87.79455,41.90925,0,693
"Culex tarsalis",2012,-99.19875,19.39965,0,694
"Aedes sticticus",2019.77777777778,-71.39375,42.14995,0,695
"Culex tarsalis",2001,-99.94575,25.85705,0,696
"Culex tarsalis",2018.7125,-116.34655,43.67715,0,697
"Aedes sticticus",2019,-71.16135,42.18315,0,698
"Aedes communis",2002,-66.73745,45.83515,0,699
"Aedes sticticus",2006.63157894737,-114.30475,48.20895,0,700
"Aedes sticticus",2019.05,-77.96735,39.07895,0,701
"Aedes fitchii",2016.33333333333,-114.23835,48.08445,0,702
"Culex quinquefasciatus",2019.54545454545,-81.52805,28.38855,0,703
"Aedes sticticus",2014.5,-76.91325,39.00425,0,704
"Aedes communis",2020.58,-119.00255,37.00395,0,705
"Culex tarsalis",2001.44444444444,-99.09085,19.19215,0,706
"Culex quinquefasciatus",2016,-90.85725,16.25395,0,707
"Culex tarsalis",2001,-100.11175,25.43375,0,708
"Culex tarsalis",2019.53846153846,-116.41295,43.47795,0,709
"Aedes communis",2020.5,-145.77835,63.88765,0,710
"Culex quinquefasciatus",2019.91666666667,-81.45335,28.40515,0,711
"Aedes sticticus",2013.125,-107.73115,48.38325,0,712
"Aedes communis",2011,-113.39175,62.50985,0,713
"Culex quinquefasciatus",2012,-99.58055,19.41625,0,714
"Aedes triseriatus",2025,-92.60025,31.20225,0,715
"Aedes communis",2021.85714285714,-145.75345,63.92085,0,716
"Aedes triseriatus",2025,-87.13885,35.95815,0,717
"Aedes communis",2008,-148.09405,64.75085,0,718
"Culex tarsalis",2020,-97.55535,30.49675,0,719
"Aedes communis",2010,-94.14405,58.66695,0,720
"Aedes communis",2009.8,-94.05275,58.70015,0,721
"Culex quinquefasciatus",2019.36842105263,-81.20435,28.47985,0,722
"Aedes sticticus",2020,-83.85205,41.47765,0,723
"Aedes sticticus",2013.79487179487,-93.61285,41.61045,0,724
"Aedes communis",2003,-64.70395,47.72755,0,725
"Aedes fitchii",2020.76923076923,-100.91685,46.78965,0,726
"Culex quinquefasciatus",2019.75,-82.41615,27.64155,0,727
"Aedes sticticus",2012.66666666667,-76.75555,38.81335,0,728
"Culex quinquefasciatus",2012,-99.63035,20.56165,0,729
"Culex quinquefasciatus",2019,-81.43675,28.46325,0,730
"Culex tarsalis",2019.23076923077,-116.23865,43.59415,0,731
"Aedes triseriatus",2019.6,-76.72235,38.95445,0,732
"Culex tarsalis",2024.87037037037,-120.09815,37.40235,0,733
"Culex quinquefasciatus",2017,-100.12835,19.19215,0,734
"Aedes triseriatus",2021.66666666667,-79.32025,43.69375,0,735
"Aedes triseriatus",2020,-77.22865,38.88805,0,736
"Aedes sticticus",2006.33333333333,-108.76865,45.67745,0,737
"Aedes triseriatus",2022,-70.83765,42.19975,0,738
"Aedes excrucians",2019.42857142857,-99.04935,47.11335,0,739
"Aedes sticticus",2019.0612244898,-78.04205,39.03745,0,740
"Culex quinquefasciatus",2012,-100.09515,18.90165,0,741
"Culex quinquefasciatus",2020.5,-81.42845,28.13125,0,742
"Aedes sticticus",2019.53333333333,-84.48285,31.18565,0,743
"Aedes communis",2019.30555555556,-145.73685,63.85445,0,744
"Aedes sticticus",1998.32283464567,-87.86925,41.74325,0,745
"Culex quinquefasciatus",2021,-82.39125,29.68335,0,746
"Aedes communis",2007.44444444444,-94.16895,58.65865,0,747
"Aedes sticticus",2021,-87.81115,32.53855,0,748
"Aedes fitchii",2010,-112.73605,46.31655,0,749
"Culex quinquefasciatus",2020,-81.55295,28.73715,0,750
"Aedes fitchii",2012,-81.65255,45.24585,0,751
"Culex quinquefasciatus",2011,-100.63465,22.41255,0,752
"Culex tarsalis",2022.33333333333,-96.60915,39.07895,0,753
"Aedes communis",2003,-67.20225,45.22925,0,754
"Culex pipiens",2020,-86.11795,39.82595,0,755
"Culex tarsalis",1994,-100.28605,25.88195,0,756
"Aedes sticticus",2013.2380952381,-76.78045,39.04575,0,757
"Culex quinquefasciatus",2018,-117.23465,33.68395,0,758
"Culex tarsalis",2023,-116.29675,43.53605,0,759
"Aedes communis",2020.96296296296,-145.75345,63.92915,0,760
"Culex tarsalis",2018.93959731544,-116.49595,43.67715,0,761
"Aedes sticticus",2006.27272727273,-114.27985,48.26705,0,762
"Aedes sticticus",2018.52459016393,-116.13075,43.56925,0,763
"Culex tarsalis",2020.5,-96.58425,39.07065,0,764
"Aedes sticticus",2019.4358974359,-71.25265,42.12505,0,765
"Culex quinquefasciatus",2012,-100.82555,19.98065,0,766
"Aedes excrucians",2025,-83.70265,42.19975,0,767
"Culex pipiens",2025,-83.68605,42.23295,0,768
"Aedes sticticus",2016.2,-83.80225,41.45275,0,769
"Aedes fitchii",2002,-64.77035,46.07585,0,770
"Aedes triseriatus",2023,-79.17915,41.75155,0,771
"Culex tarsalis",2021,-99.08255,35.40205,0,772
"Culex pipiens",2020,-86.10135,39.79275,0,773
"Aedes sticticus",2016.5,-114.26325,48.28365,0,774
"Aedes communis",2019.48387096774,-90.04385,45.78535,0,775
"Aedes communis",2007,-156.53515,58.66695,0,776
"Culex quinquefasciatus",2019.57894736842,-81.60275,28.56285,0,777
"Aedes vexans",2015.71428571429,-111.92265,40.77215,0,778
"Aedes sticticus",2005.5,-111.65705,45.83515,0,779
"Aedes triseriatus",2025,-77.34485,38.92955,0,780
"Culex tarsalis",2019.22807017544,-116.32165,43.52775,0,781
"Aedes sticticus",2009,-108.68565,48.49115,0,782
"Aedes excrucians",2019.47368421053,-71.25265,42.08355,0,783
"Aedes triseriatus",2025,-78.02545,34.54715,0,784
"Culex quinquefasciatus",2019.6,-82.50745,27.57515,0,785
"Culex quinquefasciatus",2019,-81.61105,28.55455,0,786
"Aedes sticticus",2020.26666666667,-95.20645,39.04575,0,787
"Aedes fitchii",2018,-110.60295,44.95535,0,788
"Culex quinquefasciatus",2018,-117.30935,33.65075,0,789
"Aedes sticticus",1998.52212389381,-87.79455,41.88435,0,790
"Aedes sticticus",2020,-72.24865,42.43215,0,791
"Aedes communis",1999,-72.84625,44.16685,0,792
"Culex quinquefasciatus",2018,-117.56665,33.89975,0,793
"Culex pipiens",2020,-87.86925,41.86775,0,794
"Aedes sticticus",2006.70588235294,-114.09725,48.06785,0,795
"Aedes excrucians",2010,-93.77885,58.63375,0,796
"Aedes sticticus",2013.7358490566,-92.44255,42.53175,0,797
"Aedes communis",2000,-72.32335,44.06725,0,798
"Aedes sticticus",2014.28571428571,-112.66965,45.46995,0,799
"Aedes fitchii",2020,-70.93725,42.21635,0,800
"Culex pipiens",2020,-86.18435,39.72635,0,801
"Culex quinquefasciatus",2019.42857142857,-81.02175,28.56285,0,802
"Aedes triseriatus",2022,-75.52715,38.94615,0,803
"Aedes excrucians",2025,-83.71095,42.24125,0,804
"Culex pipiens",2022,-73.85055,40.74725,0,805
"Culex quinquefasciatus",2018,-117.56665,33.97445,0,806
"Aedes communis",2024.68421052632,-147.80355,64.88365,0,807
"Aedes triseriatus",2020,-93.28915,44.88065,0,808
"Aedes triseriatus",2023,-98.70905,29.77465,0,809
"Aedes communis",2020.73333333333,-110.45355,44.94705,0,810
"Culex quinquefasciatus",2023,-114.96045,35.99965,0,811
"Culex tarsalis",2022.31818181818,-103.03335,40.46505,0,812
"Aedes communis",2022.225,-149.37225,68.66015,0,813
"Aedes sticticus",2008.48571428571,-114.06405,46.83945,0,814
"Aedes communis",2000,-66.48015,45.76875,0,815
"Culex tarsalis",2018.85714285714,-116.47105,43.66055,0,816
"Aedes sticticus",2019.90909090909,-76.92155,38.90465,0,817
"Aedes sticticus",2005.5,-110.54485,45.67745,0,818
"Aedes communis",2021.55555555556,-105.53995,40.19115,0,819
