"scientificName","decimalLatitude","decimalLongitude","year"
"Aedes communis",45.794564,-90.046598,2022
"Aedes communis",45.794564,-90.046598,2022
"Aedes communis",45.794564,-90.046598,2022
"Aedes communis",49.719564,-92.945766,2022
"Aedes communis",44.063889,-71.287375,2022
"Aedes communis",45.50894,-89.58637,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",45.49369,-89.58571,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",68.66109,-149.37047,2022
"Aedes communis",63.875798,-149.213347,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",37.00583,-119.00602,2022
"Aedes communis",63.88112,-145.75136,2022
"Aedes communis",63.875798,-149.213347,2022
"Aedes communis",63.88112,-145.75136,2022
"Aedes communis",63.875798,-149.213347,2022
"Aedes communis",63.88112,-145.75136,2022
"Aedes communis",40.05425,-105.58237,2022
"Aedes communis",46.259156,-89.527305,2022
"Aedes communis",45.490278,-89.551149,2022
"Aedes communis",45.805547,-90.049011,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",40.039241,-105.561957,2022
"Aedes communis",40.039241,-105.561957,2022
"Aedes communis",40.040246,-105.568895,2022
"Aedes communis",40.040246,-105.568895,2022
"Aedes communis",40.040277,-105.565283,2022
"Aedes communis",40.040246,-105.568895,2022
"Aedes communis",40.040246,-105.568895,2022
"Aedes communis",40.040277,-105.565283,2022
"Aedes communis",40.040277,-105.565283,2022
"Aedes communis",63.879,-149.183862,2022
"Aedes communis",63.879,-149.183862,2022
"Aedes communis",63.879294,-149.23395,2022
"Aedes communis",63.878625,-149.225342,2022
"Aedes communis",40.038188,-105.555144,2022
"Aedes communis",63.878625,-149.225342,2022
"Aedes communis",63.881427,-149.198683,2022
"Aedes communis",63.916239,-145.750582,2022
"Aedes communis",63.916239,-145.750582,2022
"Aedes communis",65.162259,-147.514873,2022
"Aedes communis",65.19204,-147.530326,2022
"Aedes communis",65.159013,-147.505385,2022
"Aedes communis",65.168706,-147.491288,2022
"Aedes communis",63.916239,-145.750582,2022
"Aedes communis",63.864961,-145.73574,2022
"Aedes communis",63.864961,-145.73574,2022
"Aedes communis",65.168706,-147.491288,2022
"Aedes communis",44.072821,-71.290016,2022
"Aedes communis",44.057581,-71.295847,2022
"Aedes communis",44.072821,-71.290016,2022
"Aedes communis",44.057581,-71.295847,2022
"Aedes communis",44.056907,-71.274437,2022
"Aedes communis",44.057581,-71.295847,2022
"Aedes communis",44.057581,-71.295847,2022
"Aedes communis",44.072821,-71.290016,2022
"Aedes communis",44.072821,-71.290016,2022
"Aedes communis",44.056907,-71.274437,2022
"Aedes communis",44.057581,-71.295847,2022
"Aedes communis",44.072821,-71.290016,2022
"Aedes communis",44.057581,-71.295847,2022
"Aedes communis",44.072821,-71.290016,2022
"Aedes communis",65.162259,-147.514873,2022
"Aedes communis",65.19204,-147.530326,2022
"Aedes communis",65.159013,-147.505385,2022
"Aedes communis",63.864961,-145.73574,2022
"Aedes communis",65.162259,-147.514873,2022
"Aedes communis",63.879,-149.183862,2022
"Aedes communis",63.879,-149.183862,2022
"Aedes communis",65.168706,-147.491288,2022
"Aedes communis",65.159013,-147.505385,2022
"Aedes communis",65.159013,-147.505385,2022
"Aedes communis",65.168706,-147.491288,2022
"Aedes communis",65.168706,-147.491288,2022
"Aedes communis",65.168706,-147.491288,2022
"Aedes communis",63.878625,-149.225342,2022
"Aedes communis",63.878625,-149.225342,2022
"Aedes communis",63.879,-149.183862,2022
"Aedes communis",63.879294,-149.23395,2022
"Aedes communis",46.259156,-89.527305,2022
"Aedes communis",45.490278,-89.551149,2022
"Aedes communis",63.916239,-145.750582,2022
"Aedes communis",63.916239,-145.750582,2022
"Aedes communis",63.916239,-145.750582,2022
"Aedes communis",63.916239,-145.750582,2022
"Aedes communis",40.039241,-105.561957,2022
"Aedes communis",63.881427,-149.198683,2022
"Aedes communis",40.039241,-105.561957,2022
"Aedes communis",40.040246,-105.568895,2022
"Aedes communis",40.040246,-105.568895,2022
"Aedes communis",45.805547,-90.049011,2022
"Aedes communis",63.864961,-145.73574,2022
"Aedes communis",63.864961,-145.73574,2022
"Aedes communis",45.490278,-89.551149,2022
"Aedes communis",63.864961,-145.73574,2022
"Aedes communis",40.040246,-105.568895,2022
"Aedes communis",63.916239,-145.750582,2022
"Aedes communis",63.864961,-145.73574,2022
"Aedes communis",40.040277,-105.565283,2022
"Aedes communis",40.040277,-105.565283,2022
"Aedes communis",40.040277,-105.565283,2022
"Aedes communis",40.038188,-105.555144,2022
"Aedes communis",46.259156,-89.527305,2022
"Aedes communis",46.259156,-89.527305,2022
"Aedes communis",40.040246,-105.568895,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",45.49369,-89.58571,2022
"Aedes communis",45.50894,-89.58637,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",68.66109,-149.37047,2022
"Aedes communis",68.66109,-149.37047,2022
"Aedes communis",63.875798,-149.213347,2022
"Aedes communis",63.88112,-145.75136,2022
"Aedes communis",63.875798,-149.213347,2022
"Aedes communis",63.88112,-145.75136,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",40.05425,-105.58237,2022
"Aedes communis",61.985,-140.539,2022
"Aedes communis",63.87629,-149.241179,2022
"Aedes communis",63.87629,-149.241179,2022
"Aedes communis",63.87629,-149.241179,2022
"Aedes communis",63.87629,-149.241179,2022
"Aedes communis",46.249945,-89.540863,2022
"Aedes communis",45.495136,-89.551431,2022
"Aedes communis",64.907,-147.966,2022
"Aedes communis",64.907,-147.966,2022
"Aedes communis",64.907,-147.966,2022
"Aedes communis",45.499533,-89.562247,2022
"Aedes communis",46.249945,-89.540863,2022
"Aedes communis",46.23391,-89.537254,2022
"Aedes communis",40.05425,-105.58237,2022
"Aedes communis",68.66109,-149.37047,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",63.88112,-145.75136,2022
"Aedes communis",63.875798,-149.213347,2022
"Aedes communis",40.167113,-105.532666,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",64.886,-147.806,2022
"Aedes communis",65.165769,-147.494593,2022
"Aedes communis",60.992199,-150.431233,2022
"Aedes communis",60.992199,-150.431233,2022
"Aedes communis",60.992199,-150.431233,2022
"Aedes communis",60.992199,-150.431233,2022
"Aedes communis",60.995178,-150.413222,2022
"Aedes communis",65.15401,-147.50258,2022
"Aedes communis",60.46106,-151.08447,2022
"Aedes communis",60.46106,-151.08447,2022
"Aedes communis",60.46106,-151.08447,2022
"Aedes communis",37.00583,-119.00602,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",36.994164,-119.018203,2022
"Aedes communis",36.994164,-119.018203,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",36.973665,-119.016631,2022
"Aedes communis",36.994164,-119.018203,2022
"Aedes communis",37.016483,-118.993497,2022
"Aedes communis",37.016483,-118.993497,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",36.980194,-119.013482,2022
"Aedes communis",36.973665,-119.016631,2022
"Aedes communis",36.994164,-119.018203,2022
"Aedes communis",36.994164,-119.018203,2022
"Aedes communis",36.994164,-119.018203,2022
"Aedes communis",53.256,-120.141,2021
"Aedes communis",42.441701,-72.23886,2021
"Aedes communis",42.538136,-72.193774,2021
"Aedes communis",45.493954,-89.56901,2021
"Aedes communis",45.810765,-90.086461,2021
"Aedes communis",45.805547,-90.049011,2021
"Aedes communis",46.246368,-89.547703,2021
"Aedes communis",45.50894,-89.58637,2021
"Aedes communis",45.50894,-89.58637,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",45.805547,-90.049011,2021
"Aedes communis",45.810765,-90.086461,2021
"Aedes communis",42.441701,-72.23886,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",63.878625,-149.225342,2021
"Aedes communis",63.878625,-149.225342,2021
"Aedes communis",63.87629,-149.241179,2021
"Aedes communis",63.878625,-149.225342,2021
"Aedes communis",63.880912,-149.216355,2021
"Aedes communis",63.880912,-149.216355,2021
"Aedes communis",40.16303,-105.533941,2021
"Aedes communis",44.948544,-110.464438,2021
"Aedes communis",44.948544,-110.464438,2021
"Aedes communis",40.038188,-105.555144,2021
"Aedes communis",40.040277,-105.565283,2021
"Aedes communis",40.040277,-105.565283,2021
"Aedes communis",40.040246,-105.568895,2021
"Aedes communis",40.040246,-105.568895,2021
"Aedes communis",40.04226,-105.571483,2021
"Aedes communis",40.04226,-105.571483,2021
"Aedes communis",40.040277,-105.565283,2021
"Aedes communis",40.038188,-105.555144,2021
"Aedes communis",40.038188,-105.555144,2021
"Aedes communis",65.19204,-147.530326,2021
"Aedes communis",65.19204,-147.530326,2021
"Aedes communis",65.19204,-147.530326,2021
"Aedes communis",65.162259,-147.514873,2021
"Aedes communis",65.168706,-147.491288,2021
"Aedes communis",65.168706,-147.491288,2021
"Aedes communis",65.168706,-147.491288,2021
"Aedes communis",65.168706,-147.491288,2021
"Aedes communis",65.168706,-147.491288,2021
"Aedes communis",65.168706,-147.491288,2021
"Aedes communis",42.538136,-72.193774,2021
"Aedes communis",42.538136,-72.193774,2021
"Aedes communis",45.488547,-89.556879,2021
"Aedes communis",45.789225,-90.094942,2021
"Aedes communis",46.228742,-89.49814,2021
"Aedes communis",45.489707,-89.578036,2021
"Aedes communis",44.056907,-71.274437,2021
"Aedes communis",44.056907,-71.274437,2021
"Aedes communis",44.056907,-71.274437,2021
"Aedes communis",44.056185,-71.285558,2021
"Aedes communis",68.66109,-149.37047,2021
"Aedes communis",40.038188,-105.555144,2021
"Aedes communis",40.05425,-105.58237,2021
"Aedes communis",40.05425,-105.58237,2021
"Aedes communis",42.53691,-72.17265,2021
"Aedes communis",45.50894,-89.58637,2021
"Aedes communis",63.875798,-149.213347,2021
"Aedes communis",40.275903,-105.545955,2021
"Aedes communis",44.95348,-110.53914,2021
"Aedes communis",44.95348,-110.53914,2021
"Aedes communis",44.063889,-71.287375,2021
"Aedes communis",45.49369,-89.58571,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",37.00583,-119.00602,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",53.256,-120.141,2021
"Aedes communis",40.16303,-105.533941,2021
"Aedes communis",46.228742,-89.49814,2021
"Aedes communis",40.04226,-105.571483,2021
"Aedes communis",40.04226,-105.571483,2021
"Aedes communis",40.040246,-105.568895,2021
"Aedes communis",40.040277,-105.565283,2021
"Aedes communis",40.040277,-105.565283,2021
"Aedes communis",40.040277,-105.565283,2021
"Aedes communis",40.038188,-105.555144,2021
"Aedes communis",40.038188,-105.555144,2021
"Aedes communis",40.038188,-105.555144,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",65.19204,-147.530326,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",63.878625,-149.225342,2021
"Aedes communis",44.948544,-110.464438,2021
"Aedes communis",44.948544,-110.464438,2021
"Aedes communis",42.538136,-72.193774,2021
"Aedes communis",44.056907,-71.274437,2021
"Aedes communis",46.812167,-92.104006,2021
"Aedes communis",46.319382,-84.979103,2021
"Aedes communis",46.218544,-89.052205,2021
"Aedes communis",68.636291,-149.586567,2021
"Aedes communis",68.636291,-149.586567,2021
"Aedes communis",68.636291,-149.586567,2021
"Aedes communis",68.62396,-149.599168,2021
"Aedes communis",68.624978,-149.327697,2021
"Aedes communis",68.62396,-149.599168,2021
"Aedes communis",68.645146,-149.380826,2021
"Aedes communis",68.645146,-149.380826,2021
"Aedes communis",68.645146,-149.380826,2021
"Aedes communis",68.645146,-149.380826,2021
"Aedes communis",63.864961,-145.73574,2021
"Aedes communis",44.072821,-71.290016,2021
"Aedes communis",46.209603,-89.492758,2021
"Aedes communis",46.246368,-89.547703,2021
"Aedes communis",44.072821,-71.290016,2021
"Aedes communis",40.05425,-105.58237,2021
"Aedes communis",68.66109,-149.37047,2021
"Aedes communis",68.66109,-149.37047,2021
"Aedes communis",68.66109,-149.37047,2021
"Aedes communis",44.063889,-71.287375,2021
"Aedes communis",40.05425,-105.58237,2021
"Aedes communis",40.05425,-105.58237,2021
"Aedes communis",40.05425,-105.58237,2021
"Aedes communis",40.05425,-105.58237,2021
"Aedes communis",45.50894,-89.58637,2021
"Aedes communis",63.875798,-149.213347,2021
"Aedes communis",45.49369,-89.58571,2021
"Aedes communis",40.18915,-105.541284,2021
"Aedes communis",63.88112,-145.75136,2021
"Aedes communis",44.95348,-110.53914,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",68.656,-95.933,2021
"Aedes communis",46.246368,-89.547703,2021
"Aedes communis",68.624978,-149.327697,2021
"Aedes communis",68.62396,-149.599168,2021
"Aedes communis",68.62396,-149.599168,2021
"Aedes communis",68.645146,-149.380826,2021
"Aedes communis",68.645146,-149.380826,2021
"Aedes communis",68.645146,-149.380826,2021
"Aedes communis",68.645146,-149.380826,2021
"Aedes communis",68.636291,-149.586567,2021
"Aedes communis",68.636291,-149.586567,2021
"Aedes communis",68.636291,-149.586567,2021
"Aedes communis",44.072821,-71.290016,2021
"Aedes communis",46.649189,-88.040897,2021
"Aedes communis",46.219164,-89.075866,2021
"Aedes communis",64.907,-147.966,2021
"Aedes communis",64.907,-147.966,2021
"Aedes communis",64.907,-147.966,2021
"Aedes communis",64.907,-147.966,2021
"Aedes communis",40.05425,-105.58237,2021
"Aedes communis",44.053082,-71.27617,2021
"Aedes communis",63.881427,-149.198683,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",65.15401,-147.50258,2021
"Aedes communis",63.864961,-145.73574,2021
"Aedes communis",63.921103,-145.752202,2021
"Aedes communis",63.93729,-145.755755,2021
"Aedes communis",63.93729,-145.755755,2021
"Aedes communis",63.932166,-145.754125,2021
"Aedes communis",63.932166,-145.754125,2021
"Aedes communis",63.932166,-145.754125,2021
"Aedes communis",63.921103,-145.752202,2021
"Aedes communis",63.916239,-145.750582,2021
"Aedes communis",63.875798,-149.213347,2021
"Aedes communis",63.875798,-149.213347,2021
"Aedes communis",63.88112,-145.75136,2021
"Aedes communis",63.88112,-145.75136,2021
"Aedes communis",46.23391,-89.537254,2021
"Aedes communis",63.932166,-145.754125,2021
"Aedes communis",45.828065,-90.083604,2020
"Aedes communis",45.804898,-90.060639,2020
"Aedes communis",46.209603,-89.492758,2020
"Aedes communis",46.209603,-89.492758,2020
"Aedes communis",45.828065,-90.083604,2020
"Aedes communis",40.040277,-105.565283,2020
"Aedes communis",40.038188,-105.555144,2020
"Aedes communis",40.038188,-105.555144,2020
"Aedes communis",40.040246,-105.568895,2020
"Aedes communis",40.04226,-105.571483,2020
"Aedes communis",40.04226,-105.571483,2020
"Aedes communis",40.04226,-105.571483,2020
"Aedes communis",40.037906,-105.558681,2020
"Aedes communis",40.037906,-105.558681,2020
"Aedes communis",40.04226,-105.571483,2020
"Aedes communis",65.1542,-147.516165,2020
"Aedes communis",65.1542,-147.516165,2020
"Aedes communis",68.644437,-149.581616,2020
"Aedes communis",68.62396,-149.599168,2020
"Aedes communis",65.19204,-147.530326,2020
"Aedes communis",65.19204,-147.530326,2020
"Aedes communis",65.19204,-147.530326,2020
"Aedes communis",65.160949,-147.488764,2020
"Aedes communis",65.160949,-147.488764,2020
"Aedes communis",65.179794,-147.490992,2020
"Aedes communis",65.179794,-147.490992,2020
"Aedes communis",65.179794,-147.490992,2020
"Aedes communis",68.636291,-149.586567,2020
"Aedes communis",68.636291,-149.586567,2020
"Aedes communis",68.636291,-149.586567,2020
"Aedes communis",68.629843,-149.585798,2020
"Aedes communis",68.575687,-149.515548,2020
"Aedes communis",68.62396,-149.599168,2020
"Aedes communis",65.192,-147.53,2020
"Aedes communis",65.192,-147.53,2020
"Aedes communis",65.18,-147.491,2020
"Aedes communis",65.161,-147.489,2020
"Aedes communis",40.038,-105.559,2020
"Aedes communis",46.21,-89.493,2020
"Aedes communis",40.042,-105.571,2020
"Aedes communis",40.038,-105.559,2020
"Aedes communis",68.636,-149.587,2020
"Aedes communis",68.624,-149.599,2020
"Aedes communis",45.828,-90.084,2020
"Aedes communis",40.042,-105.571,2020
"Aedes communis",40.038,-105.555,2020
"Aedes communis",68.576,-149.516,2020
"Aedes communis",45.805,-90.061,2020
"Aedes communis",46.21,-89.493,2020
"Aedes communis",40.042,-105.571,2020
"Aedes communis",68.624,-149.599,2020
"Aedes communis",40.04,-105.569,2020
"Aedes communis",65.154,-147.516,2020
"Aedes communis",68.644,-149.582,2020
"Aedes communis",68.636,-149.587,2020
"Aedes communis",45.805,-90.061,2020
"Aedes communis",65.161,-147.489,2020
"Aedes communis",68.63,-149.586,2020
"Aedes communis",40.04,-105.565,2020
"Aedes communis",45.828,-90.084,2020
"Aedes communis",40.038,-105.555,2020
"Aedes communis",40.042,-105.571,2020
"Aedes communis",40.047,-105.57,2020
"Aedes communis",68.624,-149.599,2020
"Aedes communis",68.636,-149.587,2020
"Aedes communis",45.50894,-89.58637,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",68.66109,-149.37047,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",40.037906,-105.558681,2020
"Aedes communis",40.037906,-105.558681,2020
"Aedes communis",40.04226,-105.571483,2020
"Aedes communis",40.04226,-105.571483,2020
"Aedes communis",40.04226,-105.571483,2020
"Aedes communis",40.04226,-105.571483,2020
"Aedes communis",40.040246,-105.568895,2020
"Aedes communis",40.040277,-105.565283,2020
"Aedes communis",40.038188,-105.555144,2020
"Aedes communis",40.038188,-105.555144,2020
"Aedes communis",65.1542,-147.516165,2020
"Aedes communis",65.1542,-147.516165,2020
"Aedes communis",65.179794,-147.490992,2020
"Aedes communis",65.160949,-147.488764,2020
"Aedes communis",65.160949,-147.488764,2020
"Aedes communis",65.19204,-147.530326,2020
"Aedes communis",65.19204,-147.530326,2020
"Aedes communis",68.644437,-149.581616,2020
"Aedes communis",68.575687,-149.515548,2020
"Aedes communis",68.62396,-149.599168,2020
"Aedes communis",68.62396,-149.599168,2020
"Aedes communis",68.629843,-149.585798,2020
"Aedes communis",68.636291,-149.586567,2020
"Aedes communis",68.636291,-149.586567,2020
"Aedes communis",68.636291,-149.586567,2020
"Aedes communis",46.209603,-89.492758,2020
"Aedes communis",46.209603,-89.492758,2020
"Aedes communis",45.828065,-90.083604,2020
"Aedes communis",45.804898,-90.060639,2020
"Aedes communis",45.828065,-90.083604,2020
"Aedes communis",42.0247,-71.4823,2020
"Aedes communis",46.246368,-89.547703,2020
"Aedes communis",46.246368,-89.547703,2020
"Aedes communis",45.485606,-89.55559,2020
"Aedes communis",45.490278,-89.551149,2020
"Aedes communis",45.485606,-89.55559,2020
"Aedes communis",63.864961,-145.73574,2020
"Aedes communis",68.636291,-149.586567,2020
"Aedes communis",68.644437,-149.581616,2020
"Aedes communis",63.93729,-145.755755,2020
"Aedes communis",63.93729,-145.755755,2020
"Aedes communis",63.93729,-145.755755,2020
"Aedes communis",63.932166,-145.754125,2020
"Aedes communis",63.93729,-145.755755,2020
"Aedes communis",63.932166,-145.754125,2020
"Aedes communis",63.921103,-145.752202,2020
"Aedes communis",63.851503,-145.736933,2020
"Aedes communis",63.916239,-145.750582,2020
"Aedes communis",63.87629,-149.241179,2020
"Aedes communis",63.87629,-149.241179,2020
"Aedes communis",63.881427,-149.198683,2020
"Aedes communis",63.881427,-149.198683,2020
"Aedes communis",63.881427,-149.198683,2020
"Aedes communis",63.875741,-149.255683,2020
"Aedes communis",63.874263,-149.246411,2020
"Aedes communis",63.879294,-149.23395,2020
"Aedes communis",63.879,-149.183862,2020
"Aedes communis",63.879294,-149.23395,2020
"Aedes communis",63.937,-145.756,2020
"Aedes communis",46.246,-89.548,2020
"Aedes communis",63.881,-149.199,2020
"Aedes communis",63.937,-145.756,2020
"Aedes communis",45.486,-89.556,2020
"Aedes communis",63.874,-149.246,2020
"Aedes communis",68.644,-149.582,2020
"Aedes communis",63.876,-149.241,2020
"Aedes communis",63.932,-145.754,2020
"Aedes communis",63.879,-149.234,2020
"Aedes communis",63.865,-145.736,2020
"Aedes communis",45.49,-89.551,2020
"Aedes communis",63.937,-145.756,2020
"Aedes communis",68.636,-149.587,2020
"Aedes communis",46.246,-89.548,2020
"Aedes communis",63.937,-145.756,2020
"Aedes communis",45.486,-89.556,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",63.88112,-145.75136,2020
"Aedes communis",63.88112,-145.75136,2020
"Aedes communis",63.88112,-145.75136,2020
"Aedes communis",63.88112,-145.75136,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",68.66109,-149.37047,2020
"Aedes communis",68.66109,-149.37047,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",63.875798,-149.213347,2020
"Aedes communis",63.875798,-149.213347,2020
"Aedes communis",63.875798,-149.213347,2020
"Aedes communis",63.875798,-149.213347,2020
"Aedes communis",63.875798,-149.213347,2020
"Aedes communis",45.50894,-89.58637,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",45.49369,-89.58571,2020
"Aedes communis",60.781,-135.179,2020
"Aedes communis",60.781,-135.179,2020
"Aedes communis",60.781,-135.179,2020
"Aedes communis",60.781,-135.179,2020
"Aedes communis",63.932166,-145.754125,2020
"Aedes communis",63.93729,-145.755755,2020
"Aedes communis",63.93729,-145.755755,2020
"Aedes communis",63.93729,-145.755755,2020
"Aedes communis",63.93729,-145.755755,2020
"Aedes communis",63.864961,-145.73574,2020
"Aedes communis",68.644437,-149.581616,2020
"Aedes communis",68.636291,-149.586567,2020
"Aedes communis",46.246368,-89.547703,2020
"Aedes communis",46.246368,-89.547703,2020
"Aedes communis",45.485606,-89.55559,2020
"Aedes communis",45.490278,-89.551149,2020
"Aedes communis",45.485606,-89.55559,2020
"Aedes communis",63.879294,-149.23395,2020
"Aedes communis",63.879294,-149.23395,2020
"Aedes communis",63.874263,-149.246411,2020
"Aedes communis",63.881427,-149.198683,2020
"Aedes communis",63.87629,-149.241179,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",60.878,-135.332,2020
"Aedes communis",41.595,-71.188,2020
"Aedes communis",58.118,-68.395,2020
"Aedes communis",58.118,-68.395,2020
"Aedes communis",63.88112,-145.75136,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",68.644437,-149.581616,2020
"Aedes communis",40.05425,-105.58237,2020
"Aedes communis",63.875798,-149.213347,2020
"Aedes communis",46.23391,-89.537254,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",65.15401,-147.50258,2020
"Aedes communis",46.209603,-89.492758,2020
"Aedes communis",45.489,-89.557,2019
"Aedes communis",42.538,-72.194,2019
"Aedes communis",42.53691,-72.17265,2019
"Aedes communis",42.404544,-72.254726,2019
"Aedes communis",65.168706,-147.491288,2019
"Aedes communis",65.168706,-147.491288,2019
"Aedes communis",65.162259,-147.514873,2019
"Aedes communis",65.162259,-147.514873,2019
"Aedes communis",65.159013,-147.505385,2019
"Aedes communis",65.159013,-147.505385,2019
"Aedes communis",65.193418,-147.52138,2019
"Aedes communis",65.193418,-147.52138,2019
"Aedes communis",65.162259,-147.514873,2019
"Aedes communis",65.165769,-147.494593,2019
"Aedes communis",45.488547,-89.556879,2019
"Aedes communis",45.493954,-89.56901,2019
