"scientificName","year","lon","lat","presence","row_code","system.index","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","forest","shrub","grass","wetland","crop","urban","water","landcover","fold","geo"
"Aedes sierrensis",2014,-125.656,49.013,1,245,"000000000000000000f4",9.16979722518676,7.3008537886873,42.4407684098186,35.0762540021345,18.4977588046958,1.53991462113127,16.9578441835646,5.51995731056563,13.5177161152615,13.8361792956243,5.06851654215582,3132.82070437567,443.13447171825,74,52,1275.2924226254,274.363927427962,318.845250800427,1212.19637139808,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-125.65599618275718,49.02199735578831],[-125.66413717503322,49.02024229060902],[-125.66910197430515,49.01566186202039],[-125.66895480126611,49.010042901142775],[-125.66375455018607,49.0055767858469],[-125.6555297128655,49.00400482734968],[-125.64748671304967,49.00593982575025],[-125.64276117853748,49.01062744911586],[-125.64319665393933,49.0162399761915],[-125.6486247938434,49.02058847155746],[-125.65599618275718,49.02199735578831]]]}"
"Aedes sierrensis",2010,-125.68,49.04,1,246,"000000000000000000f5",9.04895591647332,7.4,42.1078886310905,35.8599767981439,18.6,1.31078886310905,17.289211136891,5.34895591647332,13.5012761020882,13.8850348027842,4.84895591647332,3133.46519721578,440.529002320185,74,52,1274.62064965197,274.755220417633,316.232018561485,1208.32482598608,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-125.67999952372791,49.049001671767975],[-125.68814493638143,49.04724660631595],[-125.69311243027941,49.04266617729323],[-125.69296517594779,49.037047216431404],[-125.68776210159949,49.03258110157887],[-125.67953280069844,49.031009143328454],[-125.67148543589762,49.032944141431926],[-125.66675733563187,49.03763176437469],[-125.6671930460318,49.04324429149698],[-125.67262413226521,49.047592787313526],[-125.67999952372791,49.049001671767975]]]}"
"Aedes sierrensis",2014,-123.2738,48.76664,1,247,"000000000000000000f6",9.67450980392157,8.25820433436532,39.8968008255934,44.4488957688338,21.5433436532508,1.01537667698658,20.5279669762642,4.80856553147575,15.5155830753354,15.5155830753354,4.20908152734778,905.339525283798,149.339525283798,22,58.9091847265222,426.230134158927,80.3642930856553,80.3642930856553,375.796697626419,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-123.2738017087727,48.77563648168648],[-123.28190267711982,48.77388141898181],[-123.28684307809615,48.76930099433186],[-123.28669664107174,48.76368203331103],[-123.28152195304257,48.75921591399255],[-123.27333753089974,48.75764395325597],[-123.26533405353302,48.759578954352136],[-123.2606317504197,48.764266581554416],[-123.26106509800677,48.76987910820674],[-123.2664665605929,48.774227599484504],[-123.2738017087727,48.77563648168648]]]}"
"Aedes sierrensis",2014,-114.293,48.1949,1,248,"000000000000000000f7",6.21803278688525,12.8545081967213,34.5450819672131,80.6982581967213,27.0907786885246,-9.67858606557377,36.7693647540984,14.4941598360656,1.72315573770492,16.6907786885246,-4.14743852459017,476.258196721311,64.7407786885246,29,25.781762295082,154.740778688525,92,137.740778688525,115.933401639344,0,0,0,0,0,1,0,17,1,"{""type"":""Polygon"",""coordinates"":[[[-114.29299828219163,48.203899462815755],[-114.3010084305549,48.20214440576165],[-114.30589346809653,48.19756399010531],[-114.30574870091309,48.19194502875749],[-114.30063201915188,48.18747890025379],[-114.29253930526448,48.1859069344038],[-114.28462551039696,48.18784194165512],[-114.27997592265167,48.1925295776181],[-114.28040444162855,48.19814210330375],[-114.28574536937876,48.202490585246494],[-114.29299828219163,48.203899462815755]]]}"
"Aedes sierrensis",2014,-114.154,46.9143,1,249,"000000000000000000f8",7.1,13.7280334728033,36,81.9918933054393,28.9176778242678,-8.94110878661088,37.8587866108787,11.3138075313808,2.68933054393305,17.7529288702929,-3.4,344.006276150628,47.9560669456067,19,29.9560669456067,119.094142259414,67,100.912133891213,75.9560669456067,0,0,0,0,1,0,0,15,3,"{""type"":""Polygon"",""coordinates"":[[[-114.15399918415362,46.92329914947874],[-114.16181588539106,46.92154410463605],[-114.1665829974158,46.91696370841597],[-114.16644178573202,46.9113447463617],[-114.16144865800457,46.90687859800761],[-114.15355128540659,46.90530662110687],[-114.14582851682798,46.90724164166034],[-114.1412912132406,46.91192929655622],[-114.14170944590744,46.91754182015255],[-114.14692143313444,46.921890281921215],[-114.15399918415362,46.92329914947874]]]}"
"Aedes sierrensis",2014,-114.232,48.3021,1,250,"000000000000000000f9",5.99857433808554,12.937067209776,34.0784114052953,81.5116395112016,26.99816700611,-10.180549898167,37.178716904277,14.3266802443992,1.41761710794297,16.5292260692464,-4.50906313645621,504.93482688391,66.6242362525458,30.8635437881874,23.9857433808554,158.489816700611,98.3146639511201,141.487780040733,128.23116089613,0,0,0,0,1,0,0,15,1,"{""type"":""Polygon"",""coordinates"":[[[-114.23200223888155,48.31110071124165],[-114.2400291998982,48.30934565313771],[-114.24492448637852,48.30476523581043],[-114.24477941010224,48.29914627452335],[-114.23965199017621,48.29468014772618],[-114.23154229914893,48.293108182826245],[-114.2236119021537,48.29504318893398],[-114.21895255570357,48.2997308232693],[-114.21938196858662,48.30534334913455],[-114.22473410260609,48.309691832811666],[-114.23200223888155,48.31110071124165]]]}"
"Aedes sierrensis",2013,-122.69239,38.583027,1,251,"000000000000000000fa",13.777989821883,15.2748091603053,51.5318066157761,49.5857251908397,30.8941475826972,1.62595419847328,29.2681933842239,7.78040712468194,20.0526717557252,20.1025445292621,7.78040712468194,1135.57760814249,245.445292620865,2,90.5229007633588,624.580152671756,11.7480916030534,20.7404580152672,624.580152671756,0,0,1,0,0,0,0,10,3,"{""type"":""Polygon"",""coordinates"":[[[-122.69238844061601,38.592026218746796],[-122.69921881444893,38.5902712414148],[-122.7033846410727,38.585690952652385],[-122.70326153443537,38.58007198669783],[-122.69889837670472,38.57560572859634],[-122.6919970285543,38.5740336905966],[-122.6852482812269,38.57596878469675],[-122.68128348184771,38.58065654426656],[-122.68164924316812,38.586269056306286],[-122.6862037848887,38.590617406538996],[-122.69238844061601,38.592026218746796]]]}"
"Aedes sierrensis",2013,-116.392,43.6855,1,252,"000000000000000000fb",10.4,14.7,37,83.3393895671476,32.63884572697,-6.26958934517203,38.9084350721421,0.330410654827969,20.4460599334073,21.2460599334073,-0.369589345172031,307.394006659267,38.6115427302997,7,37.6115427302997,112.782463928968,36,41,103.170921198668,0,0,0,0,1,0,0,15,2,"{""type"":""Polygon"",""coordinates"":[[[-116.39199970737285,43.69449974948701],[-116.39938338253606,43.69274473301253],[-116.40388651662012,43.6881643819456],[-116.40375325792786,43.682545418251316],[-116.3990367040174,43.678079223781985],[-116.39157660744664,43.67650722120829],[-116.38428145529538,43.6784422726651],[-116.37999549716787,43.68312997154453],[-116.38039069799703,43.688742490285954],[-116.38531405100565,43.693090905187645],[-116.39199970737285,43.69449974948701]]]}"
"Aedes sierrensis",2013,-112.029,40.846,1,253,"000000000000000000fc",10.9,12.7492159227986,31.9674306393245,91.6298552472859,33.0494571773221,-6.64945717732208,39.6989143546442,9.89903498190591,23.0482509047045,23.0482509047045,-0.7,422.721351025332,55.0193003618818,19.5199034981906,27.767189384801,149.261761158022,70.4945717732207,70.4945717732207,94.2316043425814,0,0,0,1,0,0,0,14,2,"{""type"":""Polygon"",""coordinates"":[[[-112.02900119983083,40.85499770786532],[-112.03605948709776,40.853242713920835],[-112.0403642568452,40.8486623987154],[-112.04023696953205,40.843043433719764],[-112.03572824212654,40.83857720262478],[-112.02859673492736,40.83700517966058],[-112.02162291318216,40.83894025566203],[-112.01752582342641,40.84362798947393],[-112.01790371251285,40.84924050435833],[-112.02261017417777,40.85358888203751],[-112.02900119983083,40.85499770786532]]]}"
"Aedes sierrensis",2011,-122.576,49.173,1,254,"000000000000000000fd",9.7,9.02704339051463,37,53.0210998990918,23.252774974773,-1.01907164480323,24.2718466195762,3.44863773965691,16.5,16.5,3.00514631685166,1521.59535822402,221.828456104944,45.2421796165489,47.1907164480323,632.905146316852,167.380423814329,167.380423814329,580.815338042381,0,0,0,0,0,1,0,17,2,"{""type"":""Polygon"",""coordinates"":[[[-122.57599698491899,49.18199881978805],[-122.5841642648278,49.180243752988424],[-122.58914508881463,49.17566332182085],[-122.58899743232115,49.17004436103702],[-122.5837803914934,49.16557824837504],[-122.57552900963857,49.164006291344094],[-122.5674600516266,49.16594128797967],[-122.56271925878346,49.170628908833116],[-122.56315613168577,49.17624143618594],[-122.56860179316546,49.18058993422875],[-122.57599698491899,49.18199881978805]]]}"
"Aedes sierrensis",2011,-114.274,48.2209,1,255,"000000000000000000fe",6.18217213114754,12.8939549180328,34,81.0336680327869,27.1,-9.82059426229508,36.9205942622951,14.4765368852459,1.65727459016393,16.6765368852459,-4.22059426229508,478.410860655738,65,29.094262295082,25.905737704918,155,92.1280737704918,138,117.06762295082,0,0,0,0,0,1,0,17,1,"{""type"":""Polygon"",""coordinates"":[[[-114.27400251170397,48.2299004810584],[-114.28201672882626,48.228145423750064],[-114.28690424667116,48.22356500768908],[-114.28675940468666,48.21794604635597],[-114.28164012422735,48.21347991826552],[-114.27354330177222,48.21190795264561],[-114.26562548909217,48.21384295962],[-114.26097353968396,48.218530595188824],[-114.26140227499256,48.224143120917965],[-114.26674591472543,48.2284916032807],[-114.27400251170397,48.2299004810584]]]}"
"Aedes sierrensis",2010,-125.84,49.08,1,256,"000000000000000000ff",9.15098493626883,7.0747392815759,41.9629200463499,35.1128852838934,18.4508690614137,1.79698725376593,16.6538818076477,5.7008111239861,13.5900347624565,13.8508690614137,5.10753186558517,3221.26998841251,441.004634994206,76.7949015063731,51,1299.27578215527,286.482039397451,322.011587485516,1225.27694090382,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-125.8399965286266,49.088999808217395],[-125.84814850079361,49.08724474236083],[-125.85311999331603,49.08266431269426],[-125.85297261835042,49.07704535185586],[-125.84776535448121,49.07257923766089],[-125.83952942995957,49.07100727977654],[-125.83147558784641,49.072942277439374],[-125.82674368019214,49.07762989975496],[-125.82717973931008,49.08324242694646],[-125.83261519767717,49.087590923431286],[-125.8399965286266,49.088999808217395]]]}"
"Aedes sierrensis",2010,-125.55,49.03,1,257,"00000000000000000100",9.2077620967742,7.4,42,35.9346169354839,18.8088709677419,1.43427419354839,17.3745967741935,5.4077620967742,13.7088709677419,13.9378024193548,4.92721774193549,2988.14213709677,432.181451612903,70.2782258064516,53,1228.71673387097,259.386088709677,306.535282258065,1168.86592741935,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-125.5500033507168,49.03899544900405],[-125.55814712466584,49.03724038365311],[-125.56311361962304,49.032659954791285],[-125.56296639542795,49.02704099392361],[-125.55776436771025,49.02257487890675],[-125.54953672152953,49.02100292056485],[-125.54149097489814,49.02293791877845],[-125.53676382579818,49.027625541877946],[-125.53719944908067,49.03323806898295],[-125.54262944306289,49.03758656463248],[-125.5500033507168,49.03899544900405]]]}"
"Aedes sierrensis",2010,-125.59,48.97,1,258,"00000000000000000101",9.23566176470588,7.20085784313726,42.6115196078431,34.8089093137255,18.4432598039216,1.69595588235294,16.7473039215686,5.6280637254902,13.5817401960784,13.9094362745098,5.13848039215686,3089.11519607843,445.265931372549,73,52.7316176470588,1263.22916666667,269.93137254902,319.9375,1205.78553921569,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-125.58999702806516,48.97899824432993],[-125.59813099537091,48.97724317958431],[-125.60309151227673,48.972662751685924],[-125.60294446842794,48.967043790783215],[-125.5977487041542,48.96257767478239],[-125.58953096046632,48.96100571589272],[-125.58149489759266,48.962940714765686],[-125.57677344063791,48.96762833880368],[-125.57720854257309,48.973240865805124],[-125.58263200009827,48.977589360454644],[-125.58999702806516,48.97899824432993]]]}"
"Aedes sierrensis",2009,-116.241,43.6478,1,259,"00000000000000000102",10.4768786127168,14.2638150289017,36.6381502890173,83.3977919075145,32.6973410404624,-5.9,38.5973410404624,0.5,20.7021965317919,21.3768786127168,-0.202658959537572,325.753757225434,41.2531791907514,8,37.2624277456647,119.506358381503,37.2312138728324,42.9953757225434,109.714450867052,0,0,0,0,0,1,0,17,3,"{""type"":""Polygon"",""coordinates"":[[[-116.24099670929897,43.65679805008012],[-116.24837574717611,43.65504303391852],[-116.25287605428025,43.650462683349566],[-116.25274288071574,43.64484371963721],[-116.24802928865105,43.640377524659286],[-116.2405738749482,43.63880552180243],[-116.23328330221585,43.640740573600084],[-116.22900003575576,43.64542827296461],[-116.22939498989324,43.65104079165247],[-116.23431525188083,43.65538920603726],[-116.24099670929897,43.65679805008012]]]}"
"Aedes sierrensis",2009,-116.096,43.548,1,260,"00000000000000000103",10.5006960556845,13.8025522041763,36,83.810464037123,32.6303944315545,-5.63097447795824,38.2613689095128,0.679118329466357,20.9440835266821,21.5278422273782,-0.120881670533643,347.375870069606,45.245939675174,8,40.4825986078886,131.091647331787,37.7784222737819,43.3294663573086,119.503480278422,0,1,0,0,0,0,0,8,3,"{""type"":""Polygon"",""coordinates"":[[[-116.09600012034406,43.55699890940296],[-116.10336692643455,43.55524389406762],[-116.10785977679998,43.55066354481388],[-116.10772682777339,43.54504458105378],[-116.1030210481813,43.54057838473263],[-116.09557798650303,43.539006381127976],[-116.08829949292706,43.54094143382577],[-116.08402332628849,43.54562913447143],[-116.08441762972224,43.551241653017854],[-116.08932973850935,43.555590066037546],[-116.09600012034406,43.55699890940296]]]}"
"Aedes sierrensis",2008,-116.90862,33.337077,1,261,"00000000000000000104",12.3329166666667,13.6977777777778,46.6027777777778,57.8317777777778,29.1466666666667,0.0106944444444444,29.1359722222222,6.24819444444444,18.8686111111111,20.2981944444444,6.00277777777778,736.3375,129.1,3.16388888888889,79.6986111111111,383.108333333333,31.8805555555556,49.2625,365.6375,1,0,0,0,0,0,0,3,3,"{""type"":""Polygon"",""coordinates"":[[[-116.90862223722297,33.346076652510924],[-116.91501308339764,33.34432171000823],[-116.91891095845016,33.33974147668703],[-116.91879591199209,33.334122508723766],[-116.91471348377263,33.32965619399961],[-116.90825599760187,33.32808412447511],[-116.90194130640042,33.330019256522455],[-116.89823162721348,33.334707070096805],[-116.89857399800731,33.34031957617051],[-116.90283556274159,33.3446678688584],[-116.90862223722297,33.346076652510924]]]}"
"Aedes sierrensis",2007,-114.26,48.204,1,262,"00000000000000000105",6.24774590163934,12.8,34.1526639344262,80.5921413934426,27.0210040983607,-9.64825819672131,36.669262295082,14.5,1.73647540983607,16.7,-4.09969262295082,482.417008196721,65.0030737704918,29.7899590163934,25.2100409836066,155.893442622951,93.3319672131148,138.338114754098,117,0,0,0,0,1,0,0,15,1,"{""type"":""Polygon"",""coordinates"":[[[-114.26000093439615,48.21299602896479],[-114.26801250557439,48.211240971821766],[-114.27289841045982,48.206660556023905],[-114.2727536171191,48.20104159468123],[-114.26763602661234,48.19657546632205],[-114.25954187598899,48.19500350055254],[-114.25162667612197,48.19693850770701],[-114.24697626252059,48.20162614353213],[-114.24740485714716,48.20723866923299],[-114.25274673325775,48.211587151322625],[-114.26000093439615,48.21299602896479]]]}"
"Aedes sierrensis",2007,-114.341,48.3343,1,263,"00000000000000000106",5.43707865168539,13.3282941777324,35,81.264708886619,26.6876404494382,-10.823595505618,37.5112359550562,13.7827374872319,0.973340143003064,15.9429009193054,-5.0123595505618,523.539325842697,66.8958120531154,31.123595505618,24,158.689479060266,105.431052093973,141.689479060266,142.679264555669,1,0,0,0,0,0,0,1,1,"{""type"":""Polygon"",""coordinates"":[[[-114.34100496413303,48.343299879948574],[-114.34903699431877,48.34154482152845],[-114.35393537094585,48.336964403697905],[-114.35379020147266,48.331345442429125],[-114.34865954389221,48.32687931614595],[-114.34054473410603,48.325307351532125],[-114.33260933142127,48.32724235729545],[-114.3279470426324,48.33192999114054],[-114.3283767250336,48.33754251705989],[-114.33373223784402,48.341891001259356],[-114.34100496413303,48.343299879948574]]]}"
"Aedes sierrensis",2006,-114.307,48.2088,1,264,"00000000000000000107",6.10918367346939,12.9,34.3795918367347,80.8136020408163,27.0497959183673,-9.81734693877551,36.8671428571429,14.3617346938776,1.62020408163265,16.5617346938776,-4.28397959183674,478.033673469388,64.6448979591837,28.6836734693878,25.8591836734694,154.59387755102,92.4816326530612,137.644897959184,117.636734693878,0,0,0,0,0,1,0,17,1,"{""type"":""Polygon"",""coordinates"":[[[-114.30699985949947,48.217798480799345],[-114.3150121821257,48.21604342360937],[-114.31989854509155,48.21146300773677],[-114.31975373793603,48.20584404639681],[-114.31463566748282,48.20137791811397],[-114.30654075805934,48.19980595238694],[-114.29862481615349,48.20174095949026],[-114.29397396638305,48.2064285952426],[-114.29440260096335,48.21204112095149],[-114.2997449779426,48.216389603118685],[-114.30699985949947,48.217798480799345]]]}"
"Aedes sierrensis",2007,-114.291,48.2794,1,265,"00000000000000000108",5.94468302658487,13.009100204499,34.0910020449898,81.4695501022495,26.9612474437628,-10.2653374233129,37.2265848670757,14.2703476482618,1.43466257668712,16.4572597137014,-4.55623721881391,482.537832310838,65,28.6482617586912,25.3609406952965,154.19018404908,93.6431492842536,138,121.579754601227,0,0,0,0,1,0,0,15,1,"{""type"":""Polygon"",""coordinates"":[[[-114.29100060491969,48.28839942777856],[-114.2990239974016,48.2866443698973],[-114.3039171085157,48.28206395292445],[-114.30377209784638,48.27644499162448],[-114.29864695712688,48.271978864465346],[-114.29054086954523,48.270406899363884],[-114.28261399639831,48.272341905714185],[-114.27795672126167,48.27702954039476],[-114.27838594441168,48.28264206622191],[-114.28373569986863,48.28699054953114],[-114.29100060491969,48.28839942777856]]]}"
"Aedes sierrensis",2005,-114.276,48.269,1,266,"00000000000000000109",6.0417773237998,12.9876404494382,34.0306435137896,81.6092339121553,27.0590398365679,-10.1582226762002,37.2172625127681,14.3744637385087,1.49959141981614,16.5744637385087,-4.50040858018386,482.199182839632,65,29,25,154.533197139939,93.2553626149132,138,120.38304392237,0,0,0,0,1,0,0,15,1,"{""type"":""Polygon"",""coordinates"":[[[-114.27600018897591,48.27800080412192],[-114.28402194832296,48.2762457463426],[-114.28891406388362,48.27166532953199],[-114.28876908323905,48.266046368226135],[-114.28364498559523,48.26158024090129],[-114.27554054712569,48.260008275707584],[-114.26761528666326,48.26194328216893],[-114.26295895946029,48.26663091700754],[-114.26338809577906,48.272243442817256],[-114.26873676269008,48.27659192595808],[-114.27600018897591,48.27800080412192]]]}"
"Aedes sierrensis",2005,-109.971,45.8375,1,267,"0000000000000000010a",7.46191489361702,14.8008510638298,37,83.6054468085106,29.4656382978723,-10.2185106382979,39.6841489361702,11.3613829787234,-2.91765957446809,18.6510638297872,-2.91765957446809,371.78085106383,69.2382978723404,11,57.25,169.015957446808,38,127.015957446809,38,0,0,0,1,0,0,0,14,3,"{""type"":""Polygon"",""coordinates"":[[[-109.97100120883607,45.846502049789464],[-109.97866523725209,45.84474701477135],[-109.98333927882317,45.840166634188705],[-109.98320087203831,45.834547671566284],[-109.97830525623462,45.83008150724157],[-109.97056205336193,45.82850952144987],[-109.96299004889501,45.830444552705686],[-109.95854136258166,45.83513222283396],[-109.9589514758161,45.84074474474912],[-109.9640616994012,45.84509319028679],[-109.97100120883607,45.846502049789464]]]}"
"Aedes sierrensis",1983,-126.963,50.558,1,268,"0000000000000000010b",8.72470389170897,5.5,35,37.3010829103215,17.7693739424704,2.20338409475465,15.5659898477157,6.24991539763113,13.5285956006768,13.5285956006768,4.22470389170897,1667.69712351946,234.722504230118,54,48.2521150592217,693.414551607445,193.994923857868,209.639593908629,600.944162436548,1,0,0,0,0,0,0,1,3,"{""type"":""Polygon"",""coordinates"":[[[-126.9629988334317,50.56699560698835],[-126.97140375676872,50.56524052570959],[-126.97652944487989,50.56066007149692],[-126.97637741637922,50.55504111155138],[-126.97100859455908,50.5505750224255],[-126.96251724941166,50.54900307849686],[-126.95421362852387,50.550938059360746],[-126.94933489861351,50.555625657765866],[-126.94978440349,50.56123818759526],[-126.95538846103015,50.56558670955807],[-126.9629988334317,50.56699560698835]]]}"
"Aedes sierrensis",1981,-123.583,48.997,1,269,"0000000000000000010c",9.48246753246753,8.5,37,50.6613961038961,22.4824675324675,-0.217532467532468,22.7,3.79123376623377,16.1824675324675,16.1824675324675,3.37012987012987,1107.64935064935,183.474025974026,26,61,526.701298701299,94.211038961039,94.211038961039,473.701298701299,1,0,0,0,0,0,0,1,2,"{""type"":""Polygon"",""coordinates"":[[[-123.58300023491971,49.006002560309604],[-123.59113861209725,49.00424749529171],[-123.59610181722611,48.99966706695997],[-123.5959546922794,48.99404810607302],[-123.590756111447,48.98958199051477],[-123.58253391478456,48.98801003187149],[-123.57449349729767,48.98994503044788],[-123.56976948068716,48.99463265406373],[-123.5702048170635,49.00024518111177],[-123.57563121391668,49.00459367621107],[-123.58300023491971,49.006002560309604]]]}"
"Aedes sierrensis",1981,-131.443,52.576,1,270,"0000000000000000010d",8.47176470588235,5.18588235294118,32,37.1263529411765,17.5717647058824,1.8,15.7717647058824,6.78588235294118,13.0717647058824,13.6717647058824,4.28588235294118,2595.15294117647,358.717647058824,84,41,984.435294117647,298,386.858823529412,863.717647058823,1,0,0,0,0,0,0,1,1,"{""type"":""Polygon"",""coordinates"":[[[-131.442995234414,52.58499746153371],[-131.451781818973,52.583242357561],[-131.45714015754456,52.57866186722912],[-131.45698110160333,52.57304290859832],[-131.45136851726224,52.568576856361155],[-131.44249179503993,52.56700493296772],[-131.43381130908853,52.56893988911267],[-131.42871104929495,52.57362745233381],[-131.42918083522727,52.579239986043966],[-131.43503927636235,52.583588545497356],[-131.442995234414,52.58499746153371]]]}"
"Aedes sierrensis",1981,-131.466,52.665,1,271,"0000000000000000010e",8.30023094688222,5.2,32.0069284064665,37.7314318706697,17.5027713625866,1.54272517321016,15.9600461893764,6.53868360277136,12.9707852193995,13.5667436489607,4.03868360277136,2622.31524249423,363.953810623557,84.0658198614319,41.270207852194,999.599307159353,297.132794457275,386.458429561201,877.415704387991,0,1,0,0,0,0,0,8,1,"{""type"":""Polygon"",""coordinates"":[[[-131.4660041958498,52.67400111856048],[-131.4748086688655,52.67224601353905],[-131.48017791160947,52.6676655215381],[-131.48001852611003,52.66204656296807],[-131.47439451666924,52.65758051243555],[-131.46549973213467,52.656008589991046],[-131.45680158281067,52.65794354499374],[-131.4516909399284,52.662631106589],[-131.45216167624153,52.66824364047847],[-131.45803204019657,52.67259220166431],[-131.4660041958498,52.67400111856048]]]}"
"Aedes sierrensis",1981,-131.617,52.766,1,272,"0000000000000000010f",8.05568965517242,5.4,32,39.1011034482759,17.6544827586207,1.15568965517241,16.4987931034483,6.17741379310345,12.9544827586207,13.4881034482759,3.65448275862069,2872.33793103448,403.418965517241,87.5534482758621,43,1105.94482758621,308.672413793103,406.660344827586,978.305172413793,1,0,0,0,0,0,0,1,1,"{""type"":""Polygon"",""coordinates"":[[[-131.61700273482262,52.774999757421035],[-131.62582762139263,52.77324465120437],[-131.63120930750267,52.76866415730113],[-131.63104954590506,52.76304519880038],[-131.6254124986262,52.75857915021067],[-131.61649710217472,52.75700722884767],[-131.60777879618485,52.75894218254852],[-131.60265630456007,52.76362974229075],[-131.60312812538658,52.769242276384574],[-131.60901209514716,52.77359083954493],[-131.61700273482262,52.774999757421035]]]}"
"Aedes sierrensis",1981,-131.612,52.968,1,273,"00000000000000000110",7.80889328063241,5.39604743083004,32,39.8956719367589,17.3545454545455,0.766403162055336,16.5881422924901,5.83399209486166,12.8300395256917,13.3333992094862,3.33794466403162,2440.78260869565,342.782608695652,79.2905138339921,42.9604743083004,946.808300395257,274.361660079051,358.316205533597,826.262845849802,0,1,0,0,0,0,0,8,1,"{""type"":""Polygon"",""coordinates"":[[[-131.61199962344065,52.97699703514213],[-131.6208657053905,52.97524192651828],[-131.62627250266286,52.97066142878387],[-131.6261119820183,52.96504247042264],[-131.6204486238707,52.96057642574572],[-131.61149163184587,52.959004506560866],[-131.60273264899135,52.96093945763981],[-131.59758624612917,52.96562701365006],[-131.59806025547834,52.97123954815545],[-131.6039716822569,52.975588115292446],[-131.61199962344065,52.97699703514213]]]}"
"Culex quinquefasciatus",2019.31428571429,-81.10475,28.55455,0,274,"00000000000000000111",21.9,10.8245255474453,46,44.9571386861314,32.5991240875912,9.3,23.2991240875912,27.1,16.9,27.2,15.8,1301.14452554745,200.76496350365,52.4116788321168,50,562.490510948905,175.556204379562,552.129927007299,192.76496350365,0,0,0,0,0,1,0,17,2,"{""type"":""Polygon"",""coordinates"":[[[-81.10475191149305,28.563548081456492],[-81.11083045912585,28.561793167217964],[-81.11453794740073,28.557212978889094],[-81.11442862968967,28.55159400929751],[-81.1105456683837,28.54712764862219],[-81.1044035575191,28.545555553513513],[-81.09839727442306,28.547490716357153],[-81.09486886621278,28.55217857375771],[-81.09519461910736,28.557791074988014],[-81.0992480155518,28.56213932097671],[-81.10475191149305,28.563548081456492]]]}"
"Aedes sticticus",2004.96784565916,-87.89415,41.78475,0,275,"00000000000000000112",9.7,10.6161676646707,27,100.281269461078,29.0861077844311,-10.0611976047904,39.1473053892216,22.0726946107784,-3.87125748502994,22.0726946107784,-3.87125748502994,930.281437125749,103.500598802395,36,28.762874251497,302.719760479042,141.863473053892,302.719760479042,141.863473053892,0,0,0,0,0,1,0,17,3,"{""type"":""Polygon"",""coordinates"":[[[-87.89414796176239,41.793749957142005],[-87.9013086667319,41.7919949559713],[-87.90567587310822,41.78741462926362],[-87.90554670665179,41.781795664685276],[-87.90097256456654,41.77732944533763],[-87.89373763133871,41.77575742891353],[-87.88666266840404,41.777692497042466],[-87.88250613121757,41.782380219650115],[-87.88288946967725,41.787992735771745],[-87.88766419941943,41.792341125389676],[-87.89414796176239,41.793749957142005]]]}"
"Aedes sticticus",2015,-76.78045,39.03745,0,276,"00000000000000000113",12.788375,11.732625,33,84.6584625,30.66075,-4.602625,35.263375,23.489125,1.66775,23.489125,1.66775,1074.99875,106.9925,71.67375,11.95,302.9775,233.7825,302.9775,233.7825,0,0,0,1,0,0,0,14,2,"{""type"":""Polygon"",""coordinates"":[[[-76.78044948289285,39.04644874800242],[-76.78732357976172,39.044693767420746],[-76.79151606138977,39.04011347348562],[-76.79139215282599,39.034494507718584],[-76.78700106890574,39.03002825490006],[-76.78005556675677,39.02845621984157],[-76.77326364087887,39.03039131040126],[-76.76927346283499,39.035079064932354],[-76.76964155085447,39.0406915775286],[-76.77422523705123,39.045039933130326],[-76.78044948289285,39.04644874800242]]]}"
"Aedes sticticus",2021.48192771084,-88.15975,31.85795,0,278,"00000000000000000115",18.0922425952045,14.2,43.0324400564175,67.701311706629,33.5684062059238,1.20324400564175,32.3651622002821,10.5922425952045,22.9922425952045,26.3922425952045,9,1493.92383638928,172,78.605077574048,20,457,278.815232722144,353.968970380818,435.696755994358,0,0,0,1,0,0,0,14,1,"{""type"":""Polygon"",""coordinates"":[[[-88.15974985690983,31.866948242072393],[-88.16603603057062,31.865193308619247],[-88.16987009368516,31.860613089703445],[-88.16975696688668,31.85499412121866],[-88.16574139372682,31.850527791782124],[-88.15938961203292,31.8489557140663],[-88.1531782900813,31.850890855973738],[-88.14952936717889,31.85557868358015],[-88.14986616772569,31.861191188103287],[-88.15405796076362,31.86553946583927],[-88.15974985690983,31.866948242072393]]]}"
